image number,scene category,filename,hits,misses,false_alarms,correct_rejections
6826,mit,810.png,44,37,15,71
6827,mit,811.png,60,19,17,73
6828,mit,812.png,44,31,4,81
6829,mit,813.png,61,20,7,85
6830,mit,814.png,71,12,11,78
6831,mit,815.png,31,38,7,71
6832,mit,816.png,49,17,5,72
6833,mit,817.png,49,26,7,70
6834,mit,818.png,68,15,5,83
6835,mit,819.png,58,29,5,92
6836,mit,820.png,48,24,15,62
6837,mit,821.png,44,33,15,77
6838,mit,822.png,60,32,7,95
6839,mit,823.png,61,20,7,84
6840,mit,824.png,34,45,8,80
6841,mit,825.png,62,31,12,88
6842,mit,826.png,75,12,16,79
6843,mit,827.png,65,20,5,89
6844,mit,828.png,46,29,3,80
6845,mit,829.png,44,33,5,83
6846,mit,830.png,45,39,18,74
6847,mit,831.png,43,36,9,80
6848,mit,832.png,61,24,11,83
6849,mit,833.png,43,26,5,73
6850,mit,834.png,49,45,6,91
6851,mit,835.png,55,16,15,66
6852,mit,836.png,24,48,4,79
6853,mit,837.png,28,60,4,94
6854,mit,838.png,40,35,12,76
6855,mit,839.png,59,26,26,69
6856,mit,840.png,52,14,13,60
6857,mit,841.png,57,25,17,79
6858,mit,842.png,77,8,2,93
6859,mit,843.png,70,20,1,97
6860,mit,844.png,45,29,13,70
6861,mit,845.png,53,21,11,76
6862,mit,846.png,54,25,8,82
6863,mit,847.png,60,25,27,69
6864,mit,848.png,40,23,11,62
6865,mit,849.png,47,22,14,69
6866,mit,850.png,48,39,5,93
6867,mit,851.png,37,35,9,73
6868,mit,852.png,44,28,13,67
6869,mit,853.png,54,16,30,50
6870,mit,854.png,68,18,22,71
6871,mit,855.png,54,10,6,70
6872,mit,856.png,44,25,14,66
6873,mit,857.png,55,18,11,75
6874,mit,858.png,39,25,19,58
6875,mit,859.png,67,11,9,74
6876,mit,860.png,51,15,7,65
6877,mit,861.png,49,29,12,76
6878,mit,862.png,53,21,19,69
6879,mit,863.png,52,17,17,67
6880,mit,864.png,37,49,19,74
6881,mit,865.png,27,38,6,68
6882,mit,866.png,29,27,11,58
6883,mit,867.png,69,32,16,94
6884,mit,868.png,60,14,9,77
6885,mit,869.png,46,41,10,86
6886,mit,870.png,58,34,13,92
6887,mit,871.png,54,21,5,79
6888,mit,872.png,74,14,4,90
6889,mit,873.png,56,21,7,75
6890,mit,874.png,40,28,7,72
6891,mit,875.png,49,28,9,79
6892,mit,876.png,49,35,7,79
6893,mit,877.png,64,13,9,77
6894,mit,878.png,36,39,6,82
6895,mit,879.png,50,24,19,64
6896,mit,880.png,29,38,2,71
6897,mit,881.png,49,37,3,88
6898,mit,882.png,45,33,8,81
6899,mit,883.png,46,21,5,74
6900,mit,884.png,61,13,4,77
6901,mit,885.png,58,29,5,87
6902,mit,886.png,55,20,4,82
6903,mit,887.png,47,40,23,70
6904,mit,888.png,33,40,4,79
6905,mit,889.png,58,25,1,92
6906,mit,890.png,50,33,20,76
6907,mit,891.png,37,25,5,69
6908,mit,892.png,33,39,3,80
6909,mit,893.png,65,16,10,81
6910,mit,894.png,50,27,14,71
6911,mit,895.png,55,32,15,82
6912,mit,896.png,52,21,3,78
6913,mit,897.png,47,38,6,93
6914,mit,898.png,38,37,10,76
6915,mit,899.png,35,29,8,67
6916,mit,900.png,54,25,22,70
6917,mit,901.png,57,18,11,74
6918,mit,902.png,41,29,1,83
6919,mit,903.png,65,13,26,60
6920,mit,904.png,53,25,6,85
6921,mit,905.png,31,44,13,69
6922,mit,906.png,38,22,4,72
6923,mit,907.png,59,27,22,74
6924,mit,908.png,56,31,6,94
6925,mit,909.png,55,23,15,73
6926,mit,910.png,45,20,10,61
6927,mit,911.png,47,22,12,69
6928,mit,912.png,61,22,10,80
6929,mit,913.png,32,49,6,79
6930,mit,914.png,63,20,21,70
6931,mit,915.png,49,27,13,73
6932,mit,916.png,62,16,0,91
6933,mit,917.png,49,27,6,80
6934,mit,918.png,32,36,11,66
6935,mit,919.png,58,21,5,84
6936,mit,920.png,50,18,7,73
6937,mit,921.png,45,31,20,65
6938,mit,922.png,58,38,1,105
6939,mit,923.png,55,12,5,77
6940,mit,924.png,63,16,32,58
6941,mit,925.png,65,20,3,87
6942,mit,926.png,61,29,13,86
6943,mit,927.png,57,25,16,72
6944,mit,928.png,51,23,17,75
6945,mit,929.png,38,32,5,76
6946,mit,930.png,26,36,3,67
6947,mit,931.png,57,25,23,67
6948,mit,932.png,43,27,2,78
6949,mit,933.png,57,35,16,81
6950,mit,934.png,55,22,7,79
6951,mit,935.png,56,28,17,80
6952,mit,936.png,62,22,11,90
6953,mit,937.png,52,26,9,78
6954,mit,938.png,65,15,10,84
6955,mit,939.png,46,27,7,78
6956,mit,940.png,28,48,9,82
6957,mit,941.png,36,37,7,83
6958,mit,942.png,49,32,12,79
6959,mit,943.png,58,30,8,86
6960,mit,944.png,45,19,6,65
6961,mit,945.png,56,24,15,77
6962,mit,946.png,48,27,1,84
6963,mit,947.png,49,18,22,54
6964,mit,948.png,51,31,12,80
6965,mit,949.png,64,16,12,76
6966,mit,950.png,68,17,7,87
6967,mit,951.png,47,31,9,79
6968,mit,952.png,45,26,10,70
6969,mit,953.png,50,27,5,79
6970,mit,954.png,65,22,11,84
6971,mit,955.png,37,36,10,76
6972,mit,956.png,48,28,7,85
6973,mit,957.png,60,21,4,84
6974,mit,958.png,58,27,9,85
6975,mit,959.png,49,19,5,74
6976,mit,960.png,42,22,12,61
6977,mit,961.png,56,25,9,82
6978,mit,962.png,42,33,4,79
6979,mit,963.png,61,16,7,77
6980,mit,964.png,56,29,15,79
6981,mit,965.png,49,18,5,70
6982,mit,966.png,51,19,5,76
6983,mit,967.png,59,12,8,72
6984,mit,968.png,70,13,0,92
6985,mit,969.png,63,12,7,80
6986,mit,970.png,54,20,27,56
6987,mit,971.png,68,25,13,90
6988,mit,972.png,46,27,17,70
6989,mit,973.png,55,27,8,87
6990,mit,974.png,40,30,17,57
6991,mit,975.png,70,17,6,93
6992,mit,976.png,57,20,2,89
6993,mit,977.png,44,40,10,90
6994,mit,978.png,53,25,16,70
6995,mit,979.png,60,15,15,73
6996,mit,980.png,59,19,14,75
6997,mit,981.png,49,36,18,77
6998,mit,982.png,40,29,13,71
6999,mit,983.png,60,23,6,91
7000,mit,984.png,38,27,10,64
7001,mit,985.png,46,36,5,95
7002,mit,986.png,52,15,9,65
7003,mit,987.png,56,29,17,74
7004,mit,988.png,66,20,32,62
7005,mit,989.png,38,36,6,80
7006,mit,990.png,63,13,17,75
7007,mit,991.png,44,33,3,87
7008,mit,992.png,63,21,1,97
7009,mit,993.png,42,38,5,85
7010,mit,994.png,67,10,26,65
7011,mit,995.png,52,32,14,82
7012,mit,996.png,31,44,9,77
7013,mit,997.png,49,26,4,80
7014,mit,998.png,60,16,13,79
7015,mit,999.png,74,12,9,87
7016,mit,1000.png,61,15,6,80
7017,mit,1001.png,44,29,12,73
7018,mit,1002.png,27,46,4,78
7019,mit,1003.png,45,40,15,82
7020,mit,1004.png,70,14,9,82
7021,mit,1005.png,53,20,4,80
7022,mit,1006.png,45,23,3,78
7023,mit,1007.png,55,22,23,58
7024,mit,1008.png,42,33,4,77
7025,mit,1009.png,50,14,12,63
7026,mit,1010.png,39,40,27,65
7027,mit,1011.png,57,20,21,62
7028,mit,1012.png,59,22,8,78
7029,mit,1013.png,61,21,17,73
7030,mit,1014.png,67,16,14,81
7031,mit,1015.png,65,23,20,75
7032,mit,1016.png,35,35,8,70
7033,mit,1017.png,74,5,14,72
7034,mit,1018.png,48,32,14,75
7035,mit,1019.png,81,12,23,79
7036,mit,1020.png,57,7,5,71
7037,mit,1021.png,58,20,1,89
7038,mit,1022.png,44,31,6,79
7039,mit,1023.png,31,42,2,86
7040,mit,1024.png,72,16,13,85
7041,mit,1025.png,34,28,3,69
7042,mit,1026.png,61,16,6,79
7043,mit,1027.png,35,31,12,68
7044,mit,1028.png,48,40,10,85
7045,mit,1029.png,43,32,6,79
7046,mit,1030.png,63,11,21,69
7047,mit,1031.png,49,28,22,65
7048,mit,1032.png,45,28,4,85
7049,mit,1033.png,44,23,10,62
7050,mit,1034.png,54,36,14,89
7051,mit,1035.png,60,19,17,73
7052,mit,1036.png,44,36,6,84
7053,mit,1037.png,60,21,18,71
7054,mit,1038.png,53,28,12,80
7055,mit,1039.png,46,33,7,90
7056,mit,1040.png,37,31,16,57
7057,mit,1041.png,48,34,18,70
7058,mit,1042.png,40,28,1,78
7059,mit,1043.png,54,32,8,92
7060,mit,1044.png,72,10,0,86
7061,mit,1045.png,60,22,11,85
7062,mit,1046.png,42,40,20,67
7063,mit,1047.png,66,10,20,74
7064,mit,1048.png,52,27,12,77
7065,mit,1049.png,54,36,10,99
7066,mit,1050.png,57,22,12,77
7067,mit,1051.png,46,23,21,57
7068,mit,1052.png,63,21,2,86
7069,mit,1053.png,54,24,0,93
7070,mit,1054.png,57,42,16,92
7071,mit,1055.png,64,18,10,84
7072,mit,1056.png,49,25,16,66
7073,mit,1057.png,51,26,10,72
7074,mit,1058.png,40,39,8,82
7075,mit,1059.png,33,38,9,67
7076,mit,1060.png,43,35,6,79
7077,mit,1061.png,53,37,11,87
7078,mit,1062.png,55,22,6,86
7079,mit,1063.png,62,14,10,76
7080,mit,1064.png,47,34,5,83
7081,mit,1065.png,34,41,13,74
7082,mit,1066.png,59,14,20,67
7083,mit,1067.png,52,26,10,82
7084,mit,1068.png,56,23,13,74
7085,mit,1069.png,52,25,19,65
7086,mit,1070.png,30,38,9,68
7087,mit,1071.png,21,50,3,81
7088,mit,1072.png,47,26,14,70
7089,mit,1073.png,55,29,23,73
7090,mit,1074.png,29,37,5,66
7091,mit,1075.png,56,26,10,84
7092,mit,1076.png,45,24,24,57
7093,mit,1077.png,50,26,3,80
7094,mit,1078.png,72,17,5,92
7095,mit,1079.png,55,33,18,77
7096,mit,1080.png,80,17,11,93
7097,mit,1081.png,53,20,18,65
7098,mit,1082.png,60,23,6,92
7099,mit,1083.png,49,30,10,83
7100,mit,1084.png,74,21,12,97
7101,mit,1085.png,48,30,11,77
7102,mit,1086.png,48,17,5,72
7103,mit,1087.png,71,8,21,71
7104,mit,1088.png,70,9,0,83
7105,mit,1089.png,48,26,22,64
7106,mit,1090.png,52,18,8,71
7107,mit,1091.png,59,15,11,77
7108,mit,1092.png,49,29,5,83
7109,mit,1093.png,51,31,11,79
7110,mit,1094.png,47,41,5,90
7111,mit,1095.png,61,20,2,87
7112,mit,1096.png,54,25,26,61
7113,mit,1097.png,45,33,5,88
7114,mit,1098.png,70,17,32,66
7115,mit,1099.png,49,29,20,68
7116,mit,1100.png,34,46,12,83
7117,mit,1101.png,66,14,13,79
7118,mit,1102.png,46,35,10,85
7119,mit,1103.png,25,40,6,72
7120,mit,1104.png,38,42,11,71
7121,mit,1105.png,42,32,9,72
7122,mit,1106.png,51,24,8,76
7123,mit,1107.png,67,24,10,91
7124,mit,1108.png,64,20,16,78
7125,mit,1109.png,70,28,19,85
7126,mit,1110.png,54,21,28,53
7127,mit,1111.png,70,15,29,64
7128,mit,1112.png,68,17,9,84
7129,mit,1113.png,49,23,9,70
7130,mit,1114.png,45,33,11,78
7131,mit,1115.png,41,33,14,70
7132,mit,1116.png,39,43,8,80
7133,mit,1117.png,52,33,2,91
7134,mit,1118.png,32,39,8,69
7135,mit,1119.png,49,23,14,68
7136,mit,1120.png,52,29,6,85
7137,mit,1121.png,26,47,4,78
7138,mit,1122.png,58,20,19,68
7139,mit,1123.png,47,29,4,87
7140,mit,1124.png,46,33,10,77
7141,mit,1125.png,27,48,8,78
7142,mit,1126.png,60,38,8,98
7143,mit,1127.png,42,34,1,87
7144,mit,1128.png,49,24,17,61
7145,mit,1129.png,64,10,19,71
7146,mit,1130.png,55,23,5,88
7147,mit,1131.png,54,22,9,76
7148,mit,1132.png,47,33,1,86
7149,mit,1133.png,43,31,13,74
7150,mit,1134.png,62,20,10,79
7151,mit,1135.png,63,15,2,87
7152,mit,1136.png,51,23,18,67
7153,mit,1137.png,66,16,11,80
7154,mit,1138.png,86,11,18,92
7155,mit,1139.png,36,38,8,73
7156,mit,1140.png,35,45,15,75
7157,mit,1141.png,60,25,8,83
7158,mit,1142.png,36,48,8,84
7159,mit,1143.png,59,12,6,76
7160,mit,1144.png,29,52,10,81
7161,mit,1145.png,48,23,28,52
7162,mit,1146.png,65,11,10,72
7163,mit,1147.png,34,49,6,86
7164,mit,1148.png,35,47,7,81
7165,mit,1149.png,50,27,9,76
7166,mit,1150.png,24,47,5,79
7167,mit,1151.png,72,11,3,83
7168,mit,1152.png,53,21,11,75
7169,mit,1153.png,74,12,8,90
7170,mit,1154.png,47,27,15,68
7171,mit,1155.png,63,14,19,65
7172,mit,1156.png,67,14,8,82
7173,mit,1157.png,42,36,1,89
7174,mit,1158.png,47,24,1,77
7175,mit,1159.png,63,8,15,65
7176,mit,1160.png,55,14,9,72
7177,mit,1161.png,56,15,14,65
7178,mit,1162.png,56,20,14,72
7179,mit,1163.png,43,39,9,82
7180,mit,1164.png,45,28,5,74
7181,mit,1165.png,54,28,1,93
7182,mit,1166.png,53,33,13,82
7183,mit,1167.png,54,26,10,80
7184,mit,1168.png,65,8,15,67
7185,mit,1169.png,41,24,2,71
7186,mit,1170.png,31,43,8,71
7187,mit,1171.png,59,24,12,78
7188,mit,1172.png,55,22,0,84
7189,mit,1173.png,56,23,6,85
7190,mit,1174.png,47,29,12,75
7191,mit,1175.png,61,15,10,77
7192,mit,1176.png,45,35,16,70
7193,mit,1177.png,45,29,10,76
7194,mit,1178.png,58,26,0,98
7195,mit,1179.png,45,22,12,66
7196,mit,1180.png,48,26,11,78
7197,mit,1181.png,54,20,18,68
7198,mit,1182.png,44,33,10,78
7199,mit,1183.png,60,17,6,78
7200,mit,1184.png,70,11,6,86
7201,mit,1185.png,38,36,15,67
7202,mit,1186.png,59,20,5,86
7203,mit,1187.png,67,13,15,79
7204,mit,1188.png,75,7,25,65
7205,mit,1189.png,67,17,7,86
7206,mit,1190.png,76,7,13,76
7207,mit,1191.png,63,15,1,87
7208,mit,1192.png,68,17,7,86
7209,mit,1193.png,40,24,3,67
7210,mit,1194.png,64,13,13,77
7211,mit,1195.png,39,52,7,94
7212,mit,1196.png,66,11,10,73
7213,mit,1197.png,68,21,17,82
7214,mit,1198.png,60,23,11,78
7215,mit,1199.png,50,22,6,72
7216,mit,1200.png,60,13,8,73
7217,mit,1201.png,69,25,23,85
7218,mit,1202.png,61,14,6,78
7219,mit,1203.png,51,25,18,66
7220,mit,1204.png,42,37,1,87
7221,mit,1205.png,59,24,12,76
7222,mit,1206.png,44,25,10,71
7223,mit,1207.png,50,35,24,70
7224,mit,1208.png,40,19,13,54
7225,mit,1209.png,52,15,8,77
7226,mit,1210.png,31,59,5,91
7227,mit,1211.png,44,34,3,84
7228,mit,1212.png,50,26,5,83
7229,mit,1213.png,38,16,5,63
7230,mit,1214.png,58,12,9,67
7231,mit,1215.png,57,22,14,75
7232,mit,1216.png,27,39,4,68
7233,mit,1217.png,50,20,16,62
7234,mit,1218.png,42,33,10,74
7235,mit,1219.png,61,22,3,88
7236,mit,1220.png,49,28,19,68
7237,mit,1221.png,41,41,8,89
7238,mit,1222.png,55,11,6,69
7239,mit,1223.png,51,20,10,76
7240,mit,1224.png,53,31,8,88
7241,mit,1225.png,61,19,23,64
7242,mit,1226.png,52,23,14,70
7243,mit,1227.png,45,33,10,79
7244,mit,1228.png,68,9,19,65
7245,mit,1229.png,58,15,13,71
7246,mit,1230.png,58,25,10,85
7247,mit,1231.png,46,34,7,80
7248,mit,1232.png,51,22,6,82
7249,mit,1233.png,39,33,8,70
7250,mit,1234.png,54,28,16,75
7251,mit,1235.png,65,16,26,65
7252,mit,1236.png,49,15,25,48
7253,mit,1237.png,52,30,5,86
7254,mit,1238.png,40,45,6,86
7255,mit,1239.png,41,31,1,79
7256,mit,1240.png,55,18,5,79
7257,mit,1241.png,46,35,1,87
7258,mit,1242.png,54,19,25,58
7259,mit,1243.png,43,32,4,79
7260,mit,1244.png,37,39,3,80
7261,mit,1245.png,58,15,7,79
7262,mit,1246.png,53,22,5,80
7263,mit,1247.png,40,27,3,75
7264,mit,1248.png,56,26,8,80
7265,mit,1249.png,70,24,7,94
7266,mit,1250.png,47,27,1,86
7267,mit,1251.png,64,24,13,88
7268,mit,1252.png,58,15,17,64
7269,mit,1253.png,59,28,11,86
7270,mit,1254.png,44,52,7,93
7271,mit,1255.png,62,11,7,72
7272,mit,1256.png,53,21,22,61
7273,mit,1257.png,71,18,8,87
7274,mit,1258.png,27,50,3,78
7275,mit,1259.png,35,40,6,84
7276,mit,1260.png,72,15,36,67
7277,mit,1261.png,56,26,19,78
7278,mit,1262.png,54,21,11,71
7279,mit,1263.png,67,11,18,70
7280,mit,1264.png,49,32,7,87
7281,mit,1265.png,46,26,7,74
7282,mit,1266.png,64,22,10,83
7283,mit,1267.png,65,15,3,90
7284,mit,1268.png,57,22,5,91
7285,mit,1269.png,48,44,3,97
7286,mit,1270.png,56,29,6,90
7287,mit,1271.png,72,15,4,93
7288,mit,1272.png,65,16,10,79
7289,mit,1273.png,50,38,18,80
7290,mit,1274.png,60,34,23,84
7291,mit,1275.png,59,20,8,84
7292,mit,1276.png,52,21,21,65
7293,mit,1277.png,51,34,2,90
7294,mit,1278.png,48,34,17,80
7295,mit,1279.png,61,18,3,83
7296,mit,1280.png,50,42,1,103
7297,mit,1281.png,47,35,11,81
7298,mit,1282.png,38,34,5,76
7299,mit,1283.png,66,23,12,90
7300,mit,1284.png,36,33,4,72
7301,mit,1285.png,52,19,16,62
7302,mit,1286.png,58,23,17,76
7303,mit,1287.png,56,26,6,86
7304,mit,1288.png,53,22,6,80
7305,mit,1289.png,47,28,14,75
7306,mit,1290.png,64,19,8,88
7307,mit,1291.png,70,13,16,77
7308,mit,1292.png,49,16,10,67
7309,mit,1293.png,71,22,5,96
7310,mit,1294.png,58,24,5,87
7311,mit,1295.png,54,32,12,86
7312,mit,1296.png,57,12,6,73
7313,mit,1297.png,44,20,7,61
7314,mit,1298.png,57,35,10,95
7315,mit,1299.png,57,10,3,70
7316,mit,1300.png,55,18,11,78
7317,mit,1301.png,48,21,6,71
7318,mit,1302.png,47,23,11,69
7319,mit,1303.png,48,24,16,69
7320,mit,1304.png,62,20,4,89
7321,mit,1305.png,51,26,6,79
7322,mit,1306.png,65,26,16,84
7323,mit,1307.png,60,16,26,59
7324,mit,1308.png,47,27,5,72
7325,mit,1309.png,71,12,17,74
7326,mit,1310.png,41,47,8,94
7327,mit,1311.png,62,15,5,79
7328,mit,1312.png,47,42,12,82
7329,mit,1313.png,70,12,0,90
7330,mit,1314.png,61,18,8,83
7331,mit,1315.png,43,24,10,70
7332,mit,1316.png,51,29,6,84
7333,mit,1317.png,46,31,6,87
7334,mit,1318.png,38,35,4,88
7335,mit,1319.png,59,16,5,77
7336,mit,1320.png,55,22,0,86
7337,mit,1321.png,53,27,19,79
7338,mit,1322.png,74,12,17,78
7339,mit,1323.png,50,25,8,75
7340,mit,1324.png,45,29,17,68
7341,mit,1325.png,57,28,12,85
7342,mit,1326.png,65,19,10,83
7343,mit,1327.png,51,19,6,70
7344,mit,1328.png,55,12,3,73
7345,mit,1329.png,61,16,4,80
7346,mit,1330.png,50,30,1,85
7347,mit,1331.png,46,28,8,75
7348,mit,1332.png,65,20,10,80
7349,mit,1333.png,28,31,7,58
7350,mit,1334.png,57,16,4,75
7351,mit,1335.png,36,33,10,68
7352,mit,1336.png,44,22,11,64
7353,mit,1337.png,72,9,4,86
7354,mit,1338.png,55,10,11,64
7355,mit,1339.png,50,37,3,90
7356,mit,1340.png,78,12,2,98
7357,mit,1341.png,49,19,8,67
7358,mit,1342.png,53,16,5,72
7359,mit,1343.png,58,23,8,82
7360,mit,1344.png,41,33,11,76
7361,mit,1345.png,60,14,5,76
7362,mit,1346.png,56,22,1,81
7363,mit,1347.png,63,16,7,81
7364,mit,1348.png,28,46,9,73
7365,mit,1349.png,55,21,6,82
7366,mit,1350.png,56,16,4,72
7367,mit,1351.png,60,19,14,78
7368,mit,1352.png,50,26,6,83
7369,mit,1353.png,42,36,26,60
7370,mit,1354.png,53,16,23,53
7371,mit,1355.png,56,13,4,77
7372,mit,1356.png,54,21,4,86
7373,mit,1357.png,36,52,4,94
7374,mit,1358.png,51,27,3,88
7375,mit,1359.png,30,38,11,66
7376,mit,1360.png,56,13,6,73
7377,mit,1361.png,60,44,7,110
7378,mit,1362.png,44,29,14,74
7379,mit,1363.png,65,17,3,99
7380,mit,1364.png,55,20,22,64
7381,mit,1365.png,41,33,1,88
7382,mit,1366.png,48,25,12,71
7383,mit,1367.png,48,21,16,67
7384,mit,1368.png,64,33,15,86
7385,mit,1369.png,40,33,1,80
7386,mit,1370.png,40,15,2,60
7387,mit,1371.png,54,8,1,73
7388,mit,1372.png,57,15,12,69
7389,mit,1373.png,41,19,3,69
7390,mit,1374.png,63,7,5,80
7391,mit,1375.png,54,26,3,84
7392,mit,1376.png,38,23,11,59
7393,mit,1377.png,48,27,13,66
7394,mit,1378.png,27,40,13,60
7395,mit,1379.png,69,21,13,82
7396,mit,1380.png,48,30,1,88
7397,mit,1381.png,32,26,4,61
7398,mit,1382.png,55,31,6,88
7399,mit,1383.png,53,23,2,83
7400,mit,1384.png,64,10,12,74
7401,mit,1385.png,58,14,1,80
7402,mit,1386.png,43,19,20,54
7403,mit,1387.png,31,59,6,93
7404,mit,1388.png,61,12,21,64
7405,mit,1389.png,50,21,29,50
7406,mit,1390.png,47,32,5,88
7407,mit,1391.png,69,18,9,87
7408,mit,1392.png,68,15,6,93
7409,mit,1393.png,50,31,5,86
7410,mit,1394.png,63,13,8,76
7411,mit,1395.png,62,21,1,94
7412,mit,1396.png,73,13,8,88
7413,mit,1397.png,45,34,5,84
7414,mit,1398.png,59,12,5,74
7415,mit,1399.png,60,28,1,94
7416,mit,1400.png,60,16,6,87
7417,mit,1401.png,51,21,4,76
7418,mit,1402.png,55,10,5,65
7419,mit,1403.png,65,24,21,79
7420,mit,1404.png,38,37,6,80
7421,mit,1405.png,55,27,5,92
7422,mit,1406.png,53,31,3,91
7423,mit,1407.png,46,36,2,89
7424,mit,1408.png,47,16,6,72
7425,mit,1409.png,45,37,19,69
7426,mit,1410.png,47,23,10,73
7427,mit,1411.png,27,44,9,74
7428,mit,1412.png,41,30,8,73
7429,mit,1413.png,47,40,13,85
7430,mit,1414.png,48,33,2,87
7431,mit,1415.png,77,3,11,79
7432,mit,1416.png,37,42,9,82
7433,mit,1417.png,38,41,1,87
7434,mit,1418.png,51,46,2,101
7435,mit,1419.png,68,16,11,86
7436,mit,1420.png,63,17,4,82
7437,mit,1421.png,31,38,10,67
7438,mit,1422.png,67,12,15,70
7439,mit,1423.png,46,35,7,84
7440,mit,1424.png,39,23,12,62
7441,mit,1425.png,40,39,10,79
7442,mit,1426.png,58,27,8,85
7443,mit,1427.png,57,20,49,36
7444,mit,1428.png,51,16,14,63
7445,mit,1429.png,55,10,1,74
7446,mit,1430.png,54,21,8,72
7447,mit,1431.png,46,34,11,76
7448,mit,1432.png,42,40,5,84
7449,mit,1433.png,46,44,12,88
7450,mit,1434.png,42,35,6,85
7451,mit,1435.png,52,26,11,78
7452,mit,1436.png,61,22,8,85
7453,mit,1437.png,66,17,4,83
7454,mit,1438.png,54,34,5,99
7455,mit,1439.png,21,48,3,79
7456,mit,1440.png,55,21,5,79
7457,mit,1441.png,55,38,13,90
7458,mit,1442.png,50,30,19,74
7459,mit,1443.png,53,29,9,80
7460,mit,1444.png,60,10,4,73
7461,mit,1445.png,48,24,3,73
7462,mit,1446.png,44,34,10,77
7463,mit,1447.png,42,39,6,84
7464,mit,1448.png,50,37,1,92
7465,mit,1449.png,58,14,10,71
7466,mit,1450.png,64,22,9,91
7467,mit,1451.png,60,16,14,82
7468,mit,1452.png,45,15,5,71
7469,mit,1453.png,50,36,4,89
7470,mit,1454.png,42,34,20,64
7471,mit,1455.png,61,27,2,94
7472,mit,1456.png,69,24,11,91
7473,mit,1457.png,35,34,7,74
7474,mit,1458.png,75,10,13,83
7475,mit,1459.png,39,38,7,78
7476,mit,1460.png,49,12,8,60
7477,mit,1461.png,41,27,8,67
7478,mit,1462.png,49,31,10,81
7479,mit,1463.png,81,7,1,93
7480,mit,1464.png,57,24,6,87
7481,mit,1465.png,51,19,5,75
7482,mit,1466.png,53,45,5,102
7483,mit,1467.png,63,16,7,84
7484,mit,1468.png,43,29,21,64
7485,mit,1469.png,49,28,29,64
7486,mit,1470.png,52,29,11,79
7487,mit,1471.png,57,29,14,78
7488,mit,1472.png,49,28,7,82
7489,mit,1473.png,69,13,10,81
7490,mit,1474.png,42,34,11,72
7491,mit,1475.png,52,20,6,77
7492,mit,1476.png,50,29,8,90
7493,mit,1477.png,80,18,11,98
7494,mit,1478.png,54,16,13,64
7495,mit,1479.png,61,10,9,73
7496,mit,1480.png,64,18,6,91
7497,mit,1481.png,63,14,8,74
7498,mit,1482.png,48,43,1,103
7499,mit,1483.png,45,27,4,76
7500,mit,1484.png,44,46,2,96
7501,mit,1485.png,60,17,4,91
7502,mit,1486.png,64,18,19,67
7503,mit,1487.png,65,21,11,84
7504,mit,1488.png,63,25,15,80
7505,mit,1489.png,61,18,11,80
7506,mit,1490.png,51,25,25,58
7507,mit,1491.png,48,43,6,100
7508,mit,1492.png,63,21,17,76
7509,mit,1493.png,64,15,11,75
7510,mit,1494.png,46,25,11,71
7511,mit,1495.png,63,15,18,72
7512,mit,1496.png,66,15,19,71
7513,mit,1497.png,56,14,12,69
7514,mit,1498.png,17,73,1,99
7515,mit,1499.png,78,16,4,96
7516,mit,1500.png,54,11,2,72
7517,mit,1501.png,60,24,0,94
7518,mit,1502.png,51,23,11,72
7519,mit,1503.png,64,14,10,80
7520,mit,1504.png,52,26,16,68
7521,mit,1505.png,71,17,7,90
7522,mit,1506.png,29,43,12,69
7523,mit,1507.png,43,21,5,65
7524,mit,1508.png,66,20,7,96
7525,mit,1509.png,47,16,16,55
7526,mit,1510.png,56,19,4,78
7527,mit,1511.png,34,38,6,74
7528,mit,1512.png,63,33,16,80
7529,mit,1513.png,77,8,38,60
7530,mit,1514.png,65,23,3,92
7531,mit,1515.png,63,11,0,85
7532,mit,1516.png,53,26,11,76
7533,mit,1517.png,42,42,3,86
7534,mit,1518.png,44,34,12,75
7535,mit,1519.png,30,60,8,92
7536,mit,1520.png,34,46,3,89
7537,mit,1521.png,56,24,20,74
7538,mit,1522.png,40,28,13,65
7539,mit,1523.png,76,10,3,92
7540,mit,1524.png,44,12,1,63
7541,mit,1525.png,45,28,9,72
7542,mit,1526.png,42,34,9,79
7543,mit,1527.png,69,8,5,82
7544,mit,1528.png,46,38,14,84
7545,mit,1529.png,49,24,4,81
7546,mit,1530.png,48,24,13,68
7547,mit,1531.png,37,36,12,68
7548,mit,1532.png,40,29,8,70
7549,mit,1533.png,50,26,2,82
7550,mit,1534.png,46,29,6,86
7551,mit,1535.png,65,22,27,70
7552,mit,1536.png,53,22,7,79
7553,mit,1537.png,48,14,3,69
7554,mit,1538.png,65,16,19,73
7555,mit,1539.png,65,17,8,90
7556,mit,1540.png,53,21,6,78
7557,mit,1541.png,70,12,30,60
7558,mit,1542.png,39,41,6,83
7559,mit,1543.png,39,40,2,83
7560,mit,1544.png,39,36,4,84
7561,mit,1545.png,77,15,8,106
7562,mit,1546.png,56,22,8,79
7563,mit,1547.png,55,9,6,63
7564,mit,1548.png,49,23,16,64
7565,mit,1549.png,47,41,6,89
7566,mit,1550.png,62,11,0,80
7567,mit,1551.png,51,32,7,91
7568,mit,1552.png,56,19,10,75
7569,mit,1553.png,46,38,11,83
7570,mit,1554.png,42,33,3,86
